title,lyrics
Devi Sri Prasad Nannaku Prematho lyrics,ee kssttmeedurooccinaa|-|knniillllu ediriNcinaa|-|aanNdN anee uyyaalloo nnu peNcin|-|naannku preemtoo. naannku preemtoo...|-|naannku preemtoo aNkitN naa prtii kssnnN|-|neenee daariloo vellllinaa|-|ee addddu nnnaapinaa|-|nii veNtt neenunnaanni nnu nddipiNcin|-|naannku preemtoo. naannku preemtoo...|-|naannku preemtoo aNkitN naa prtii kssnnN|-|ee tppu nee ceesinaa|-|tppttddugulee veesinaa|-|oo cinni cirunvvutoonee nnu mnniNcin|-|naannku preemtoo. naannku preemtoo...|-|naannku preemtoo aNkitN naa prti kssnnN|-|ee uusu nee ceppinaa|-|ee paatt nee paaddinaa|-|bhlee uNdi mlllii paaddraa ani murisipoon|-|naannku preemtoo. naannku preemtoo...|-|naannku preemtoo aNkitN naa prti kssnnN|-|ii aNdmain rNgul lookaan|-|okee jnmloo vNd jnmlku preemNdiNcin|-|naannku preemtoo. naannku preemtoo...|-|naannku preemtoo vNdnN ii paatttoo...|-|ii paatttoo... ii paatttoo...|-|Ye Kashtamedhurochina|-|Kanneellu Yedirinchina|-|Aanandam Ane uyyalalo Nanu Penchina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ne.ney Darilo Vellinaa|-|Ye Addu Nannaapina|-|Nee Venata Ne Nunnanani Nanu Nadipinchina|-|Nannaku Prematho|-|Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ye Thappu ne chesina|-|Thappatadugule vesina|-|O chinni chirunavvuthone|-|Nanu mannichina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ye oosu ne cheppina|-|Ye pata ne padina|-|Bhale Undhi Malli Padara|-|Ani murisipoina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ee Andhamaina Rangula Lokana|-|Oke Janmalo Vandha Janmalaku Premandhinchina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Vandhanam Ee Patatho|-|Ee Patatho Ee Patatho...
DAVID SIMON Bharat Ane Nenu (The Song Of Bharat) lyrics,Virachistha nedey navasakam|-|Ninadistha nithyam janahitham|-|Naluperugani sevey abhimatham|-|Kashtam edaina sammatham|-|Bharat ane nenu Haami isthunnanu|-|Baadhyunnai untanu|-|Of the people For the people|-|By the people Prathinidhiga|-|This is me.. This is me|-|This is me.. This is me|-|Paalinchey prabhuvunu kaanani|-|Sevinchey bantunu nenani|-|Adhikaaram ardham idi ani|-|Telisela chestha naa pani|-|Bharat ane nenu Haami isthunnanu|-|Baadhyunnai untanu|-|Of the people For the people|-|By the people Prathinidhiga|-|This is me This is me|-|This is me This is me|-|Maatichaa nene pudamiki|-|Paatisthaa praanam chivariki|-|Attaduguna nalige kalalaki|-|Balamivvani padavulu deniki|-|Bharat ane nenu Haami isthunnanu|-|Baadhyunnai untanu|-|Of the people For the people|-|By the people Prathinidhiga|-|This is me.. This is me|-|This is me.. This is me
"M M Manasi Rangamma Mangamma (From ""Rangasthalam"") lyrics","Oy... Rangammaa... Mangammaa... (X2)|-|Rangammaa... Mangammaa... Em Pilladu,|-|Pakkane Untaadammaa Pattinchukodu, (X2)|-|Gollabhama Vachchiii..|-|Naa Goru Gilluthunte... Ye...|-|Gollabhama Vachchiii..|-|Naa Goru Gilluthunte...|-|Pulla Cheema Kutti Naa Pedavi Saluputhunte,|-|Uammaa|-|Uammaa|-|Antu Oodhadu...|-|Utthamaatakaina Nannu Oorukobettadu, (X2)|-|Aadi Picchi Picchi Oosulona Munigi Theluthunte,|-|Marchipoyi Mirapakaaya Korikinaanante,|-|Mantammaa Mantammaa Ante Soodadu,|-|Manchi Neellaina Sethikiyyadu,|-|Mantammaa Mantammaa Ante Soodadu,|-|Manchi Neellaina Sethikiyyadu, Oyy...|-|Rangammaa... Mangammaa... (X2)|-|Rangammaa... Mangammaa... Em Pilladu,|-|Pakkane Untaadammaa Pattinchukodu,|-|(Instrumental Music)|-|Hey... Raama Silakammaa...|-|Regi Pandu Koduthunte, Ye...|-|Regipandu Gujju Vacchi Kothaga Suttukunna,|-|Raika Meeda Paduthunte.. Ye...|-|Hey... Raama Silakammaa...|-|Regi Pandu Kodithe,|-|Regipandu Gujju Naa Raika Meeda Padithe,|-|Marakammaa Marakammaa Ante Soodadu,|-|Maaru Raikaina Thecchi Iyyadu,|-|Marakammaa Marakammaa Antu Soodadu,|-|Maaru Raikaina Thecchi Iyyadu,|-|Rangammaa... Mangammaa... (X2)|-|Rangammaa... Mangammaa... Em Pilladu,|-|Pakkane Untaadammaa Pattinchukod|-|(Instrumental Music)|-|Naa Andamantha Moota Gatti..|-|Are Kandi Senuke Yelithe...|-|Aa Kandireegalocchi,|-|Aada Eeda Gucchi Nannu Suttu Muduthunte.. Ye..|-|Naa Andamantha Moota Gatti..|-|Kandi Senuke Yelithe...|-|Kandireegalocchi, Nannu Suttu Muduthunte.. Ye..|-|Ushhammaa Ushhammaa Antu Tholadu,|-|Ulakadu Palakadu Banda Ramudu, (X2)|-|Rangammaa... Mangammaa... (X2)|-|Rangammaa... Mangammaa... Em Pilladu,|-|Pakkane Untaadammaa Pattinchukodu,|-|Hey... Rangammaa... Mangammaa... Em Pi"
"KAILASH KHER Vachaadayyo Saami (From ""Bharat Ane Nenu"") lyrics",Musali Thatha Mudatamukam|-|Murisipoyenee Murisipoyenee|-|Gudise Paaka Guddi Deepam|-|Merisipoyenee Merisipoyenee.|-|Rachabanda Pakkanunna|-|Ramulorigullogantaaa...|-|Rangaranga Sambaranga Mogenee...|-|Vachaadayyo Saami.|-|Ningi Sukkaltho Godugetthindi Bhoomi|-|Ichadayyo Saami.|-|Kottha Rekkalni Molaketthinche Haami|-|Vachaadayyo Saami.|-|Ningi Sukkaltho Godugetthindi Bhoomi|-|Ichadayyo Saami.|-|Kottha Rekkalni Molaketthinche Haami|-|Katthi sutthi palugu paara theeyandi|-|Mana kashtam sukkalu Kunkum bottuga pettandi|-|(Mana kashtam sukkalu Kunkum bottuga pettandi)|-|Annam bette panimutle mana devullu|-|Mari aayudhala poojalu cheddham pattandi|-|(Mari aayudhala poojalu cheddham pattandi)|-|Ammoru kannu therisina nava raathiri|-|Innaalla simma seekati thellaare samayam kudiri. .|-|Vachaadayyo Saami|-|Ningi Sukkaltho Godugetthindi Bhoomi|-|Ichadayyo Saami|-|Kottha Rekkalni Molaketthinche Haami|-|O matti godalu chebuthaayi|-|Seema manushula kashtaalu|-|Ye dhaari gathukulu chebuthaayi|-|Palle bathukula chitraalu|-|Pandagosthe prathi okkari manasu|-|Mari parugayyedi putti perigina palle vaipega|-|Assalaina panduga yepudante|-|Aa kanna thalli kanti neeru|-|Thudichina rojegaaa|-|O naadu kala kala veligina raayalori seemidi|-|Eenadu velavela bothe|-|Praanamantha china bothundi|-|Vachaadayyo Saami|-|Ningi Sukkaltho Godugetthindi Bhoomi|-|Ichadayyo Saami|-|Kottha Rekkalni Molaketthinche Haami|-|Hey chethi vrutthulu nooraru|-|Chevagaligina pani vaaru|-|Chemata bottu thadilone|-|Thalukkumantadi prathi ooru|-|Yenda poddhuki veligipotharu|-|Ee andhagaallu vaana jalluku merisipotharu|-|Evvadi kanna thakkuva puttaru veellandiri laage|-|Baaga bathike hakkulu unnollu|-|Palletoollu pattukommalani|-|Otti jola paata paadakaa|-|Thalladillu thala raathalaku|-|Saayamedho cheyalantaa|-|Vachaadayyo Saami|-|Ningi Sukkaltho Godugetthindi Bhoomi|-|Ichadayyo Saami|-|Kottha Rekkalni Molaketthinche Haami
Chandrabose Orayyo lyrics,Ee sethithone paalu battanu|-|Ee sethithone buvva bettanu|-|Ee sethithone thalaku bosanu|-|Ee sethithone kaallu bisikaanu|-|Ee sethithone paade moyyaalaa|-|Ee sethithone korimi bettalaa|-|Ee sethithone paalu battanu|-|Ee sethithone buvva bettanu|-|Ee sethithone thalaku bosanu|-|Ee sethithone kaallu bisikaanu|-|Ee sethithone paade moyyaala|-|Ee sethithone korimi bettala|-|Naaku dhaari soopina kaallu|-|Kattela paaleyanaa|-|Maa bhujamu thattina sethulu|-|Boodidha aipoyenaa|-|Maa kalalu soosina kallu|-|Kaali kamilipoyenaa|-|Maa melukolipina gonthu|-|Ghaada nidurapoyenaah|-|Maa bhadhalanu dhocha thodundevade veedu|-|Ee bhadhanu odhorcha nuvunte bagundura|-|Orayyo naagayyaa orayyo naagayyaa|-|Ee sethithone dhishti theesanu|-|Ee sethithone yennu nimiraanu|-|Ee sethithone nadaka nerpanu|-|Ee sethithone badiki bampanu|-|Ee sethithone kaatiki bampaalaa|-|Ee sethithone mantana galapaalaa|-|Orayyo naagayyaa orayyo naagayyaa|-|Thammudu neekosam thalladilladayya|-|Selle gunde neekai seruvai poyindayya|-|Kancham loni methuku ninne thinenayya|-|Nee kalladdalu neekai kaliya soosindayya|-|Neevu thodigina sokka neekai dhigulupadi|-|Silaka koyya gudi bettukundi rayya|-|Rangasthalana Rangasthalana|-|Nee paathra mugusindiraa|-|Valla kaatlo soonya pathra modalayyena|-|Nee natanaku kanneeti sappatlu kurisena|-|Vellosthanantu seppe mukka yellavura|-|Naa paapapu sevikadi vinapadakuntadira
Neha Bhasin Swing Zara lyrics,Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing|-|Neno glamour bandi|-|Vacchesa swargam nundi|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing|-|Andham thinnanandi|-|Andhuke itta unnanandi|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing|-|Na matthukalla nunchi|-|O kottha kallu theesi|-|Full poonakaalu|-|Theppistha randi|-|Na bhale dance choosi|-|Nuv raara gutakalesi|-|Full swing lo naatho oogipondi|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing|-|Hukka bar ye nenu|-|Pakkaaga kick isthanu|-|Mabbulokekkisthanu|-|Chalo chukkallo|-|Chakkarlu kottisthanu|-|Country beer ye nenu|-|Lokaalu choopisthanu|-|Ekkalu maripisthanu|-|Bhoommeedha balance ye thappisthanu|-|Ye Masthu maja penche|-|Oo matthu mandhu nenu|-|Nee energy ki 4G speed ishtanu|-|Andhukega nenu meekosamocchanu|-|Full swing lo naatho oogipondi|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing|-|Beauty bottle nenu|-|Ninda nasha nimpanu|-|Ishtanga vacchesaanu|-|Nee padhavulni|-|Vecchanga touch chesthanu|-|Ney kore nashaa veru|-|Dhoosukellali naalo joru|-|Motha mogettuga naa pe.ru|-|Anni dhikkullo acchesthanu|-|Hey siggu singaraala|-|Oo aggipulla nenu|-|Nee padakinti kaagadalu veligisthanu|-|Hey puttukatho nenu|-|Oo nipputho puttanu|-|Adigaado suryudike|-|Aah.Appisthanu|-|Adhe vedi ninnu|-|Naakivvamannanu|-|Full swing lo|-|Recchipoyi oogipodham|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing zara|-|Swing zara swing|-|Swing zara.
Jaspreet Jasz Sundari lyrics,Sanna jaajila puttesindhiro|-|Malle theegala chuttesindhiro|-|Thennethigala kuttesindhiro|-|Sundari ee sundari|-|Andam thaduthi kattesindhiro|-|Matthu mandhune pettesindhiro|-|Kotha daarilo nettesindhiro|-|Sundari ee sundari|-|Sokke kukkinadiro naazooke mekkinadiro|-|Dheenne chekkinodiki|-|World bank nunchi blank cheque ivaro|-|Koke kattinadiro gunde keke pettinaadiro|-|Like-ey kottinaanuro|-|Love bandi theesi track meeda pettinanuro|-|Sanna jaajila puttesindhiro|-|Malle theegala chuttesindhiro|-|Thennethigala kuttesindhiro|-|Sundari ee sundari|-|Andam thaduthi kattesindhiro|-|Matthu mandhune pettesindhiro|-|Kotha daarilo nettesindhiro|-|Sundari ee sundari|-|Chocolate chuppi pillavaadini|-|Cute ga oorinchinattuga|-|Magnet lanti oompu sompuni|-|Choopi nannu champero|-|oopi ooprirapero|-|Tube light vesi dull night ni|-|Full-ga bright chesinattuga|-|Moonlight lanti kanti chuputho|-|Naa heart light vesero|-|Manasu weight penchero|-|Theese romance gate ni|-|Ika thossey aa siggu seat ni|-|Raasey nee copyright ni|-|Naa peru meeda fix ani|-|Nuvvu nennu mix ani|-|Sanna jaajila puttesindhiro|-|Malle theegala chuttesindhiro|-|Thennethigala kuttesindhiro|-|Sundari ee sundari|-|Andam thaduthi kattesindhiro|-|Matthu mandhune pettesindhiro|-|Kotha daarilo nettesindhiro|-|Sundari ee sundari|-|Keeper leni time choosi|-|Football goal kottinattuga|-|Control leni time chusi|-|Hip naaku choopero hipnotize chesero|-|Rifle ne load chesi|-|Target ne kalchinattuga|-|Lipstick-lo red theesi|-|Love symbol yesero baanamesi gucchero|-|Raave na left side ki|-|Neekosam thericha gunde kitiki|-|Podhaam ee night flight ki|-|O honeymoon spot ki|-|Ooty lanti chotuki|-|Sanna jaajila puttesindhiro|-|Malle theegala chuttesindhiro|-|Thennethigala kuttesindhiro|-|Sundari ee sundari|-|Andam thaduthi kattesindhiro|-|Matthu mandhune pettesindhiro|-|Kotha daarilo nettesindhiro|-|Sundari ee sundari
"Rahul Sipligunj Ranga Ranga Rangasthalaana (From ""Rangasthalam"") lyrics","Ranga Ranga Rangasthalaana....|-|Ranga Ranga Rangasthalaana....|-|(Vinapadetlu Kadura Kanabadettu Kottandehe)|-|Hey, Ranga Ranga Rangasthalaana,|-|Rangu Poosukokunna Yesamesukokunnaa,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Hey, Ranga Ranga Rangasthalaana,|-|Aata Modalettaaka Madhyaloni Aapaleni,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Kanapadani Cheyyedo Aadisthunnaa,|-|Aata Bommalam Anta,|-|Inapadani Paataki Sindaadestunnaa,|-|Tholu Bommalam Anta,|-|Dunguru Dunguru Dunguru Dumuko,|-|Dunguru Dunguru Dunguru,|-|Hey, Dunguru Dunguru Dunguru Dumuko,|-|Dunguru Dunguru Dunguru,|-|(Instrumental Music)|-|Ranga Ranga Rangasthalaana,|-|Rangu Poosukokunna Yesamesukokunnaa,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|(Instrumental Music)|-|Hey, Gangante Shivudi Gaari Pellaam Anta,|-|Gaalante Hanumanthudi Nanna Gaaranta,|-|Gaali peelchadaanikaina Gonthu Thadavadaanikaina,|-|Vaallu Kanukarinchaalanta,|-|Venuvante Kittamurthi Vaadhyam Anta,|-|Shoolamante Kaalikamma Ayudhamanta,|-|Paata Paadatanikaina, Potu Podavataanikaina,|-|Vaallu Aanathisthene Anni Jarigevanta,|-|Ranga Ranga Rangasthalaana,|-|Rangu Poosukokunna Yesamesukokunnaa,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Dunguru Dunguru Dunguru Dumuko,|-|Dunguru Dunguru Dunguru,|-|Hey, Dunguru Dunguru Dunguru Dumuko,|-|Dunguru Dunguru Dunguru,|-|(Instrumental Music)|-|Padi Thalalu Unnodu Raavanudantaa,|-|Okka Thalapu Kooda Chedu Leka Ramudi Kantaa,|-|Raama Raavanula Betti Raamaayanam Aata Gatti,|-|Manchi Chedula Madhya Manani Pettaarantaa,|-|Dharmaanni Thappanodu Dharmarajata,|-|Daya Leni Vadu Yamadharmarajata,|-|Veedi Baata Nadavakunte Vaadi Vetu Thappadantu,|-|Ee Brathukuni Naatakanga Aadistunnaaranta,|-|Ranga Ranga Rangasthalaana,|-|Aadadaanikante Mundu Saadhanantu Cheyyaleni,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Aata Bommalam Anta,|-|Manamanthaa Tholu Bommalam Anta,|-|Hey, Dunguru Dunguru Dunguru Dumuko,|-|Dunguru Dunguru Dunguru,|-|Hey, Dunguru Dunguru Dunguru Dumuko,|-|Dunguru Dunguru Dunguru,|-|Oyyaa..."
Vishwaprasad M Ganagi Jlk Anthem lyrics,Andamaina Lokam|-|Akkado aakasam|-|Egurtuthunna Pakshule moodu.|-|Chinna vaati kanta|-|Neeru raaneekunda|-|Thana Navvu addu pedathadu peddhodu.|-|Kaavalunde|-|Gunde vaadu.|-|Seva chese|-|Cheyi vaadu.|-|Anna antene vaadu.|-|Thanane maricham aanaadu|-|Andamaina Lokam|-|Akkado aakasam|-|Egurtuthunna Pakshule moodu.|-|Okka chotane unna|-|Pakka pakkane unna|-|Mana madhya entho dhooram aanaadu|-|Dhooramantha|-|Paaripoga.|-|Prema panche|-|Roju raaga.|-|Jaale leni santhosam.|-|Ninne chese sudhooram.|-|Entho dhooram. Chala dhooram.
Nakash Aziz Ratthaalu lyrics,"Raththaalu raththalu ososi rathaalu|-|Ninnu choosey nilabadanantay naa chokka boththaalu|-|Raththaalu raththalu ososi rathaalu|-|Ninnu choosthe ekkesthundhe manase rail pattalu|-|Ninu ompu sollu andham chandham|-|Chengumantu raave thiragaraseddham chattalu|-|Nerchukunte nerputhaale|-|Kotha kotha chitkaalu|-|Mass dance chesseddham|-|Raave raave raththaalu|-|Naa rommance choosthaava|-|Adhi poolu nimpina pistol-u|-|Raththaalu raththalu ososi raththaalu|-|Ninnu choosey nilabadanantay naa chokka boththaalu|-|Raththaalu raththalu ososi raththaalu|-|Ninnu choosthe ekkesthundhe manase rail pattalu|-|Boss is back, get ready!|-|Nee navvule rathnalu|-|Nee maatale muthyalu|-|Potlaalu kadithe|-|Kotla koddhi beraalu|-|Nee chethule magnet-lu|-|Nee vellu veena metlu|-|Nuvvu thaakuthunte|-|Rakthamanthaa raagalu|-|Nuvvu pakkanunte kick-ey verru|-|Vadhdhule jaradhaalu|-|Avuraavurantu vunna|-|Thirchu naa saradhalu|-|Andhukeegaa vachesaa|-|Raffadidhdham rathri pagalu|-|Mass dance chesseddham|-|Raave raave raththaalu|-|Naa rommance choosthava|-|Adhi poolu nimpina pistol-u|-|Raththaalu raththaalu ososi rathalu|-|Ninnu choosthe ghal ghal mantr|-|Naa chitti pattilu|-|Raththaalu raththaalu ososi rathtalu|-|Ninu chusthe nilabadanante|-|Naa jallo ye poolu|-|Boss-u choopee nee grace-u|-|hey my dear boss|-|Nuvvu mass plus class|-|Nee style choosthe|-|Simahamaina neetho dhigadha selfie-lu|-|Hey miss universe lanti nee features-u|-|Choosthu vunte rechchipothe|-|Gundelona gurralu|-|Nee walk choosthe orayyo|-|I loose my control-u|-|Ni heat vunte chalammo|-|Ika endhuku petrol-u|-|Naaku nuvvu neeku nenu|-|Appachebudhaam paatalu|-|Mass dance chesseddham|-|Raave raave raththaalu|-|Naa rommance choosthava|-|Adhi poolu nimpina pistol-u|-|Hey|-|Raththaalu raththalu ososi rathaalu|-|Ninnu choosey nilabadanantay naa chokka boththaalu|-|Raththaalu raththalu ososi rathaalu|-|Ninnu choosthe ekkesthundhe manase rail pattalu|-|Rathalu. Rathalu."
MLR Kartikeyan Thandaane Thandaane lyrics,Thandaane thandaane|-|Thandaane thandaane|-|Choosara ye chotaina|-|Intha aanandhaanne|-|Thandaane thandaane|-|Thandaane thandaane|-|Kannaara yevaraina|-|Prathiroju pandagane|-|Ye thiyyadanam|-|Manasupai raasindho|-|Yentho andhanga|-|Ee thala raathalane|-|Ye chirunavvu runapaduthu geesindho|-|Thanake roopanga ee bommalane|-|Oka chethiloni geethale|-|Oka theeruga kalisundave|-|Oka veli mudhralo polike|-|Maroka velilo kanipinchave|-|Yekkada puttina vaallo|-|Ye dhikkuna modhalainollo|-|Oka gundeku chappudu ayyarugaa|-|Ye ningina gaali pataalo|-|Ye thotana virisina poolo|-|Oka vaakita okatai unnaarugaa|-|Thandaane thandaane|-|Thandaane thandaane|-|Choosara ye chotaina|-|Intha aanandhaanne|-|Thandaane thandaane|-|Thandaane thandaane|-|Kannaara yevaraina|-|Prathiroju pandagane|-|Ee intlilona irukundadhe|-|Prathi manasulona chotundhile|-|Ee nadakakepudu alupundadhe|-|Gelipinchu aduge thodundhile|-|Vidi vidigaa veellu padhaale|-|Okatayyina vaakyamalle|-|Oka thiyyati artham chepparugaa|-|Vidividiga veellu swaraale|-|Kalagalipina raagamalle|-|Oka kammani paatai nilichaarugaa|-|Thandaane thandaane|-|Thandaane thandaane|-|Choosara ye chotaina|-|Intha aanandhaanne|-|Thandaane thandaane|-|Thandaane thandaane|-|Kannaara yevaraina|-|Prathiroju pandagane
Farhan Akhtar I Don't Know lyrics,Farhan Akhtar & Devi Sri Prasad I Dont Know
Sid Sriram Yanthara Lokapu Sundarive lyrics,aa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive|-|Asalem Taragodhe|-|Yenthara Lokapu Sundarive|-|Anthala Kavithala sandhurvey|-|Engine ni alle chandhurive|-|hey...naa wi-fi wife ey neeve|-|Ratham leni chempalaki muddhe pettestha|-|Poddu Poodu jaada Roja Poove choopista|-|Chitti chese lalalu ninnu meppisthayanta|-|Hey..Nee basthi conductor ne|-|Naa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive|-|Asalem Taragodhe|-|Naa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive|-|Asalem Taragodhe|-|Yenthara Lokapu Sundarive|-|Anthala Kavithala sandhurvey|-|Engine ni alle chandhurive|-|hey...naa wi-fi wife ey neeve|-|naa sensor ku baavam nuvvele|-|naa cable lallo jeevam nuvvene|-|nee cello challavu mayikkanne|-|nannu nee oohallo nimpavu vennellane|-|naa class uu nuvvey|-|naa ward uu nuvvey|-|okka roja puvu ni ivvava|-|Hahahahhahaa|-|karigey Karigery|-|inapa puvaa|-|nede kalisi okatayiii|-|undhaaamaaaa|-|Aaasa Naa aasa|-|Neeve ikaa|-|ne egaa nene ega|-|nuve ikaa|-|Love your from|-|zero to infinity|-|Naa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive|-|Asalem Taragodhe|-|Naa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive|-|Asalem Taragodhe|-|Yenthara Lokapu Sundarive|-|Anthala Kavithala sandhurvey|-|Engine ni alle chandhurive|-|hey...naa wi-fi wife ey neeve|-|Ratham leni chempalaki muddhe pettestha|-|Poddu Poodu jaada Roja Poove choopista|-|Chitti chese lalalu ninnu meppisthayanta|-|Hey..Nee basthi conductor ne|-|Naa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive|-|Asalem Taragodhe|-|Naa Priyamo Priyamo Batteryive|-|Vidichi Vellipodhey|-|naa Priyamo Priyamo Batteryive
Sid Sriram Yennai Maatrum Kadhale lyrics,Ethukkaaha Kitta Vanthaalo|-|Ethai Thaedi Vittu Ponaalo|-|Vizhunthaalum Naan Udanjae Poirunthaalum|-|Un Ninaivirunthaalae Pothum Nimirnthiduvaenae Naanum|-|Ada Kaathal Enbathu Maaya Valai|-|Sikkaamal Ponavan Yaarum Illai|-|Sithaiyaamal Vaazhum Vaazhkkaiyae Thaevai Illai|-|Thaevai Illai Thaevai Illai|-|Ada Kaathal Enbathu Maaya Valai|-|Kanneerum Kooda Sontham Illai|-|Vali Illaa Vaazhum Vaazhkkaiyae Thaevai Illai|-|Thaevai Illai Thaevai Illai|-|Ennai Maattrum Kaathale|-|Ennai Maattrum Kaathale|-|Ethaiyum Maattrum Kaathale Kaathale|-|Ennai Maattrum Kaathale|-|Unnai Maattrum Kaathale|-|Ethaiyum Maattrum Kaathale Kaathale|-|Ennai Maattrum Kaathalae|-|Unnai Maattrum Kaathalae|-|Ethaiyum Maattrum Kaathalae Kaathalae|-|Ethukkaaha Kitta Vanthaalo|-|Ethai Thaedi Vittu Ponaalo|-|Vizhunthaalum Naan Udanjae Poirunthaalum|-|Un Ninaivirunthaalae Pothum Nimirnthiduvaenae Naanum|-|Ada Kaathal Enbathu Maaya Valai|-|Sikkaamal Ponavan Yaarum Illai|-|Sithaiyaamal Vaazhum Vaazhkkaiyae Thaevai Illai|-|Thaevai Illai Thaevai Illai|-|Ada Kaathal Enbathu Maaya Valai|-|Kanneerum Kooda Sontham Illai|-|Vali Illaa Vaazhum Vaazhkkaiyae Thaevai Illai|-|Thevai Illai Thevai Illai|-|Ennai Maattrum Kaathale|-|Ennai Maattrum Kaathale|-|Ethaiyum Maattrum Kaathale Kaathale|-|Ennai Maattrum Kaathale|-|Unnai Maattrum Kaathale|-|Ethaiyum Maattrum Kaathale Kaathale|-|Kathi Illa Ratham Illa Rowdythaan|-|Kaathalikka Naeram Ulla Rowdythaan|-|Vettu Kuthu Vaenaam Sollum Rowdythaan|-|Vella Ullam Konda Nalla Rowdythaan|-|Naanum Rowdythaan|-|Kathi Illa Ratham Illa Rowdythaan|-|Kaathalikka Naeram Ulla Rowdythaan|-|Vettu Kuthu Vaenaam Sollum Rowdythaan|-|Vella Ullam Konda Nalla Rowdythaan|-|Naanum Rowdythaan|-|Kathi Illa Ratham Illa Rowdythaan|-|Kaathalikka Naeram Ulla Rowdythaan|-|Vettu Kuthu Vaenaam Sollum Rowdythaan|-|Vella Ullam Konda Nalla Rowdythaan|-|Naanum Rowdythaan|-|Kathi Illa Ratham Illa Rowdythaan|-|Kaathalikka Naeram Ulla Rowdythaan|-|Vettu Kuthu Vaenaam Sollum Rowdythaan|-|Vella Ullam Konda Nalla Rowdythaan|-|Naanum Rowdythaan
